canonical_pair,direction,endpoint_a,endpoint_b,pair_index,position_angle_deg_east_of_north,primary_corrected_le3,primary_loo_crosses_gt3,primary_loo_robust_corrected_le3,primary_raw_gt3_to_corrected_le3,primary_raw_le3_to_corrected_gt3,primary_raw_le3_to_corrected_le3,primary_registered,primary_window_10arcmin,primary_window_20arcmin,primary_window_30arcmin,primary_window_5arcmin,raw_control_le10_associations,raw_control_le3_associations,shift_radius_arcsec,sparse_diagnostic_corrected_le3,sparse_diagnostic_registered,unregistered
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,SW,DASCH:bi05459:exp0,APPLAUSE:12471,33,225.0,1,1,0,0,0,1,18,0,10,8,0,74,5,60.0,5,56,0
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,W,DASCH:bi05459:exp0,APPLAUSE:12471,33,270.0,3,2,1,2,1,1,30,0,22,8,0,83,7,60.0,5,53,0
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,E,DASCH:bi05459:exp0,APPLAUSE:12471,33,90.0,1,1,0,0,0,1,13,0,9,4,0,74,9,120.0,8,61,0
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,N,DASCH:bi05459:exp0,APPLAUSE:12471,33,0.0,0,0,0,0,1,0,15,1,11,3,0,63,3,120.0,2,48,0
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,NE,DASCH:bi05459:exp0,APPLAUSE:12471,33,45.0,3,2,1,1,0,2,16,1,8,7,0,74,6,120.0,4,58,0
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,NW,DASCH:bi05459:exp0,APPLAUSE:12471,33,315.0,3,3,0,1,1,2,26,1,13,12,0,86,8,120.0,5,60,0
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,S,DASCH:bi05459:exp0,APPLAUSE:12471,33,180.0,0,0,0,0,0,0,9,0,6,3,0,40,4,120.0,2,31,0
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,SE,DASCH:bi05459:exp0,APPLAUSE:12471,33,135.0,2,2,0,0,3,2,18,0,12,6,0,71,11,120.0,5,53,0
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,SW,DASCH:bi05459:exp0,APPLAUSE:12471,33,225.0,1,1,0,0,2,1,22,0,7,15,0,76,6,120.0,3,54,0
APPLAUSE:12471 | DASCH:ivo://org.gavo.dc/~?dasch/q/bi05459,W,DASCH:bi05459:exp0,APPLAUSE:12471,33,270.0,2,2,0,0,0,2,18,0,13,5,0,71,5,120.0,3,53,0
