launch_id,year,launch_date_utc,launch_datetime_utc,time_precision,raw_date_time,rocket,payload,flight_number,launch_site,launch_service_provider,operator,trajectory_class,function,decay_or_impact_date_utc,outcome,remarks,source_url,source_tier
L0245,1954,1954-07-22,,day,22 July,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,22 July,Successful[15],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0246,1954,1954-07-23,1954-07-23T14:46:00Z,minute,23 July 14:46,Deacon Rockoon,,SUI 30,"USS Atka, Labrador Sea",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,23 July,,"Apogee: 90 kilometres (56 mi);[21] fourth in series of 11 SUI flights, 7 of which were successful[4]",https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0247,1954,1954-07-23,1954-07-23T17:09:00Z,minute,23 July 17:09,Deacon Rockoon,,NRL Rockoon 9,"USS Atka, Labrador Sea",US Navy,Naval Research Laboratory,Suborbital,Ionospheric / Aeronomy,23 July,Successful,Apogee: 90 kilometres (56 mi)[21],https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0248,1954,1954-07-23,1954-07-23T17:54:00Z,minute,23 July 17:54,Deacon Rockoon,,SUI 31,"USS Atka, Labrador Sea",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,23 July,,"Apogee: 90 kilometres (56 mi);[21] fifth in series of 11 SUI flights, 7 of which were successful[4]",https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0249,1954,1954-07-23,1954-07-23T19:37:00Z,minute,23 July 19:37,Deacon Rockoon,,SUI 32,"USS Atka, Labrador Sea",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,23 July,Launch failure,"Apogee: 23 kilometres (14 mi);[21] sixth in series of 11 SUI flights, 7 of which were successful[4]",https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0250,1954,1954-07-24,1954-07-24T08:57:00Z,minute,24 July 08:57,Deacon Rockoon,,SUI 33,"USS Atka, Labrador Sea",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,24 July,,"Apogee: 90 kilometres (56 mi);[21] seventh in series of 11 SUI flights, 7 of which were successful[4]",https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0251,1954,1954-07-24,1954-07-24T13:16:00Z,minute,24 July 13:16,Deacon Rockoon,,SUI 34,"USS Atka, Labrador Sea",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,24 July,,"Apogee: 90 kilometres (56 mi);[21] eighth in series of 11 SUI flights, 7 of which were successful[4]",https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0252,1954,1954-07-25,1954-07-25T06:51:00Z,minute,25 July 06:51,Deacon Rockoon,,SUI 35,"USS Atka, Labrador Sea",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,25 July,,"Apogee: 90 kilometres (56 mi);[21] ninth in series of 11 SUI flights, 7 of which were successful[4]",https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0253,1954,1954-07-25,1954-07-25T12:36:00Z,minute,25 July 12:36,Deacon Rockoon,,SUI 36,"USS Atka, Labrador Sea",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,25 July,Successful[4],"Apogee: 90 kilometres (56 mi);[21] tenth in series of 11 SUI flights, 7 of which were successful[4]",https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0254,1954,1954-07-25,1954-07-25T15:30:00Z,minute,25 July 15:30,Deacon Rockoon,,SUI 37,"USS Atka, Labrador Sea",US Navy,University of Iowa,Suborbital,Ionospheric / Aeronomy,25 July,,"Apogee: 90 kilometres (56 mi);[21] eleventh in series of 11 SUI flights, 7 of which were successful[4]",https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0255,1954,1954-07-25,1954-07-25T18:45:00Z,minute,25 July 18:45,Deacon Rockoon,,NRL Rockoon 10,"USS Atka, Labrador Sea",US Navy,Naval Research Laboratory,Suborbital,Aeronomy,25 July,Successful,Apogee: 85 kilometres (53 mi)[21],https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0256,1954,1954-07-26,1954-07-26T00:29:00Z,minute,26 July 00:29,Deacon Rockoon,,NRL Rockoon 11,"USS Atka, Labrador Sea",US Navy,NRL,Suborbital,Ionospheric / Aeronomy,26 July,Launch failure,Apogee: 10 kilometres (6.2 mi)[21],https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0257,1954,1954-07-26,1954-07-26T11:02:00Z,minute,26 July 11:02,Deacon Rockoon,,NRL Rockoon 12,"USS Atka, southern Davis Strait",US Navy,NRL,Suborbital,Ionospheric / Aeronomy,26 July,Successful,Apogee: 90 kilometres (56 mi)[21],https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0258,1954,1954-08-02,,day,2 August,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,2 August,Successful[14],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0259,1954,1954-08-11,1954-08-11T17:25:00Z,minute,11 August 17:25,Aerobee RTV-A-1a,,USAF 49,Holloman LC-A,US Air Force,AFCRC / University of Utah,Suborbital,Ionospheric,11 August,Successful,Apogee: 92 kilometres (57 mi)[17]: 141–142,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0260,1954,1954-08-12,,day,12 August,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,12 August,Partial failure,First flight of range test series[22],https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0261,1954,1954-08-17,,day,17 August,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,17 August,Successful[22],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0262,1954,1954-08-19,,day,19 August,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,19 August,Successful[22],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0263,1954,1954-08-24,,day,24 August,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,24 August,Successful[22],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0264,1954,1954-08-25,,day,25 August,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,25 August,Successful[22],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0265,1954,1954-08-27,,day,27 August,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,27 August,Successful[14],R-1,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0266,1954,1954-09-05,,day,5 September,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,5 September,Successful[22],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0267,1954,1954-09-08,,day,8 September,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,8 September,Successful[22],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0268,1954,1954-09-17,1954-09-17T14:31:00Z,minute,17 September 14:31,Aerobee RTV-A-1a,,USAF 50,Holloman LC-A,US Air Force,AFCRC / University of Rhode Island,Suborbital,Solar UV,17 September,Successful,Apogee: 94.6 kilometres (58.8 mi)[17]: 143–144,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0269,1954,1954-09-30,,day,30 September,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,30 September,Successful[15],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0270,1954,1954-10-01,,day,1 October,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,1 October,Successful[15],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0271,1954,1954-10-05,,day,5 October,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,5 October,Successful[15],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0272,1954,1954-10-05,1954-10-05T18:15:00Z,minute,5 October 18:15,Aerobee RTV-N-10b,,,White Sands LC-35,US Navy,NRL,Suborbital,Remote sensing,5 October,Successful,Apogee: 158 kilometres (98 mi); maiden (and only) flight of the RTV-N-10b;[11] returned first images of a complete hurricane[23][24],https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0273,1954,1954-10-09,,day,9 October,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,9 October,Successful,Airborne destruction of warhead[22],https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0274,1954,1954-10-14,1954-10-14T21:20:00Z,minute,14 October 21:20,Nike-Nike-T40-T55,,,Wallops Island,NACA,NACA,Suborbital,Hypersonic research,14 October,Successful,"Apogee: 352 kilometres (219 mi), maiden flight of the Nike-Nike-T40-T55[25]",https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0275,1954,1954-10-16,,day,16 October,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,16 October,Successful[15],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0276,1954,1954-10-17,,day,17 October,Véronique-NA[12],,,Hammaguir Bechar,LRBA,LRBA,Suborbital,Ionospheric,17 October,Launch failure,Apogee: 39 kilometres (24 mi)[13],https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0277,1954,1954-10-19,,day,19 October,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,19 October,Successful,End of range test series[22],https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0278,1954,1954-10-29,,day,29 October,Véronique-NA[12],,,Hammaguir Bechar,LRBA,LRBA,Suborbital,Test flight,29 October,Successful,Apogee: 90 kilometres (56 mi);[13] final flight of the Véronique-NA,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0279,1954,1954-10-30,,day,30 October,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,30 October,Successful[14],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0280,1954,1954-11-27,,day,27 November,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,27 November,Successful[15],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0281,1954,1954-11-30,,day,30 November,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,30 November,Successful[14],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0282,1954,1954-12-01,,day,1 December,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,1 December,Successful[14],R-2,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0283,1954,1954-12-06,,day,6 December,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,6 December,Successful[15],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0284,1954,1954-12-09,,day,9 December,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,9 December,Successful[15],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0285,1954,1954-12-23,,day,23 December,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,23 December,Successful[15],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0286,1954,1954-12-25,,day,25 December,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,25 December,Successful[15],,https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0287,1954,1954-12-30,,day,30 December,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,30 December,Successful,Start of validity test series[22],https://en.wikipedia.org/wiki/1954_in_spaceflight,compiled_event_table
L0288,1954,,,year_only_aggregate,,R-1,,,,,,Suborbital,Missile test,,,Aggregate series member 1/3; individual date not enumerated in source event table,https://en.wikipedia.org/wiki/1954_in_spaceflight,annual_statistics_reconciliation
L0289,1954,,,year_only_aggregate,,R-1,,,,,,Suborbital,Missile test,,,Aggregate series member 2/3; individual date not enumerated in source event table,https://en.wikipedia.org/wiki/1954_in_spaceflight,annual_statistics_reconciliation
L0290,1954,,,year_only_aggregate,,R-1,,,,,,Suborbital,Missile test,,,Aggregate series member 3/3; individual date not enumerated in source event table,https://en.wikipedia.org/wiki/1954_in_spaceflight,annual_statistics_reconciliation
L0291,1954,,,year_only_aggregate,,R-2,,,,,,Suborbital,Missile test,,,Aggregate series member 1/10; individual date not enumerated in source event table,https://en.wikipedia.org/wiki/1954_in_spaceflight,annual_statistics_reconciliation
L0292,1954,,,year_only_aggregate,,R-2,,,,,,Suborbital,Missile test,,,Aggregate series member 2/10; individual date not enumerated in source event table,https://en.wikipedia.org/wiki/1954_in_spaceflight,annual_statistics_reconciliation
L0293,1954,,,year_only_aggregate,,R-2,,,,,,Suborbital,Missile test,,,Aggregate series member 3/10; individual date not enumerated in source event table,https://en.wikipedia.org/wiki/1954_in_spaceflight,annual_statistics_reconciliation
L0294,1954,,,year_only_aggregate,,R-2,,,,,,Suborbital,Missile test,,,Aggregate series member 4/10; individual date not enumerated in source event table,https://en.wikipedia.org/wiki/1954_in_spaceflight,annual_statistics_reconciliation
L0295,1954,,,year_only_aggregate,,R-2,,,,,,Suborbital,Missile test,,,Aggregate series member 5/10; individual date not enumerated in source event table,https://en.wikipedia.org/wiki/1954_in_spaceflight,annual_statistics_reconciliation
L0296,1954,,,year_only_aggregate,,R-2,,,,,,Suborbital,Missile test,,,Aggregate series member 6/10; individual date not enumerated in source event table,https://en.wikipedia.org/wiki/1954_in_spaceflight,annual_statistics_reconciliation
L0297,1954,,,year_only_aggregate,,R-2,,,,,,Suborbital,Missile test,,,Aggregate series member 7/10; individual date not enumerated in source event table,https://en.wikipedia.org/wiki/1954_in_spaceflight,annual_statistics_reconciliation
L0298,1954,,,year_only_aggregate,,R-2,,,,,,Suborbital,Missile test,,,Aggregate series member 8/10; individual date not enumerated in source event table,https://en.wikipedia.org/wiki/1954_in_spaceflight,annual_statistics_reconciliation
L0299,1954,,,year_only_aggregate,,R-2,,,,,,Suborbital,Missile test,,,Aggregate series member 9/10; individual date not enumerated in source event table,https://en.wikipedia.org/wiki/1954_in_spaceflight,annual_statistics_reconciliation
L0300,1954,,,year_only_aggregate,,R-2,,,,,,Suborbital,Missile test,,,Aggregate series member 10/10; individual date not enumerated in source event table,https://en.wikipedia.org/wiki/1954_in_spaceflight,annual_statistics_reconciliation
L0301,1955,1955-01-04,,day,4 January,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,4 January,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0302,1955,1955-01-06,,day,6 January,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,6 January,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0303,1955,1955-01-08,,day,8 January,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,8 January,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0304,1955,1955-01-15,,day,15 January,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,15 January,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0305,1955,1955-01-17,,day,17 January,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,17 January,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0306,1955,1955-01-20,,day,20 January,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,20 January,Successful,Maiden flight of the R-5M[22],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0307,1955,1955-01-21,,day,21 January,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,21 January,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0308,1955,1955-01-22,1955-01-22T00:54:00Z,minute,22 January 00:54,Aerobee RTV-A-1a,,USAF 51,Holloman LC-A,US Air Force,AFCRC,Suborbital,Aeronomy,22 January,Successful,Apogee: 94.8 kilometres (58.9 mi)[23]: 145–146,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0309,1955,1955-01-22,,day,22 January,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,22 January,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0310,1955,1955-01-25,,day,25 January,R-1E,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Biological,25 January,Successful,"Maiden flight of the R-1E, carried dogs[24]",https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0311,1955,1955-01-28,,day,28 January,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,28 January,Successful[25],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0312,1955,1955-01-29,,day,29 January,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,29 January,Successful[25],R-5,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0313,1955,1955-01-31,,day,31 January,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,31 January,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0314,1955,1955-02-01,,day,1 February,R-5,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,1 February,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0315,1955,1955-02-03,,day,3 February,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,3 February,Successful[25],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0316,1955,1955-02-04,1955-02-04T21:55:00Z,minute,4 February 21:55,Viking (second model),,,White Sands LC-33,US Navy,NRL,Suborbital,REV test / Photography / Aeronomy,4 February,Successful,Apogee: 232 kilometres (144 mi)[26],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0317,1955,1955-02-05,,day,5 February,R-1E,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Biological,5 February,Partial Failure,"Carried dogs, not recovered[24]",https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0318,1955,1955-02-07,,day,7 February,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,7 February,Successful[25],R-5,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0319,1955,1955-02-07,1955-02-07T18:51:00Z,minute,7 February 18:51,Aerobee RTV-A-1a,,USAF 52,Holloman LC-A,US Air Force,AFCRC / University of Utah,Suborbital,Ionospheric,7 February,Successful,Apogee: 120.4 kilometres (74.8 mi)[23]: 147–148,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0320,1955,1955-02-08,,day,8 February,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,8 February,Successful[21],R-2,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0321,1955,1955-02-09,,day,9 February,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,9 February,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0322,1955,1955-02-10,1955-02-10T22:38:00Z,minute,10 February 22:38,Aerobee RTV-A-1a,,USAF 53,Holloman LC-A,US Air Force,AFCRC / University of Utah,Suborbital,Ionospheric,10 February,Successful,Apogee: 76.1 kilometres (47.3 mi)[23]: 149–150,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0323,1955,1955-02-14,,day,14 February,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,14 February,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0324,1955,1955-02-21,1955-02-21T18:25:00Z,minute,21 February 18:25,Aerobee RTV-N-10c,,NRL 29,White Sands LC-35,US Navy,NRL,Suborbital,Solar UV,21 February,Successful,"Apogee: 115 kilometres (71 mi), maiden flight of the RTV-N-10c;[27] obtained UV spectrum in 30 second exposure over range 977 to 1817 A. Used University of Colorado biaxial pointer to keep camera trained on the Sun.[4]",https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0325,1955,1955-02-25,,day,25 February,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,25 February,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0326,1955,1955-02-28,,day,28 February,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,28 February,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0327,1955,1955-03-01,,day,1 March,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,1 March,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0328,1955,1955-03-02,,day,2 March,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,2 March,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0329,1955,1955-03-19,1955-03-19T06:00:00Z,minute,19 March 06:00,Aerobee RTV-N-10,,NRL 26,White Sands LC-35,US Navy,NRL,Suborbital,Airglow,19 March,Successful,Apogee: 115 kilometres (71 mi)[27],https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0330,1955,1955-03-21,,day,21 March,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,21 March,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0331,1955,1955-03-29,1955-03-29T16:47:00Z,minute,29 March 16:47,Aerobee RTV-A-1a,,USAF 54,Holloman LC-A,US Air Force,AFCRC / University of Colorado,Suborbital,Solar UV,29 March,Successful,Apogee: 113 kilometres (70 mi)[23]: 151–152,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0332,1955,1955-04-04,,day,4 April,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,4 April,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0333,1955,1955-04-08,,day,8 April,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,8 April,Successful[25],Nike-Nike-Tri-Deacon-T40,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0334,1955,1955-04-08,1955-04-08T15:19:00Z,minute,8 April 15:19,Nike-Deacon,,DAN-1,Wallops Island,US Air Force,US Air Force,Suborbital,Test flight,8 April,Successful,"Apogee: 108 kilometres (67 mi), maiden flight of the Nike-Deacon[29]",https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0335,1955,1955-04-09,,day,9 April,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,9 April,Successful[25],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0336,1955,1955-04-12,,day,12 April,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,12 April,Successful[25],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0337,1955,1955-04-15,,day,15 April,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,15 April,Successful[25],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0338,1955,1955-04-21,1955-04-21T15:58:00Z,minute,21 April 15:58,Aerobee Hi,,USAF 55,Holloman LC-A,US Air Force,AFCRC,Suborbital,Test flight,21 April,Successful,"Apogee: 192 kilometres (119 mi), maiden flight of the AJ11-6 Aerobee Hi (USAF variant)[23]: 153–154",https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0339,1955,1955-04-29,,day,29 April,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,29 April,Partial Failure[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0340,1955,1955-05-18,,day,18 May,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,18 May,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0341,1955,1955-05-20,,day,20 May,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,20 May,Successful[21],R-5M,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0342,1955,1955-05-26,,day,26 May,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,26 May,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0343,1955,1955-05-28,,day,28 May,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,28 May,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0344,1955,1955-05-31,,day,31 May,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,31 May,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0345,1955,1955-06-01,,day,1 June,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,1 June,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0346,1955,1955-06-06,,day,6 June,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,6 June,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0347,1955,1955-06-15,,day,15 June,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,15 June,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0348,1955,1955-06-16,1955-06-16T01:11:00Z,minute,16 June 01:11,Aerobee AJ10-27,,USAF 56,Holloman LC-A,US Air Force,Holloman Air Development Center,Suborbital,Classified,16 June,Successful,"Apogee: 203 kilometres (126 mi), maiden flight of the Aerobee AJ10-27[23]: 157",https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0349,1955,1955-06-18,,day,18 June,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,18 June,Successful[25],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0350,1955,1955-06-20,,day,20 June,R-2,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,20 June,Successful[21],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0351,1955,1955-06-22,,day,22 June,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,22 June,Successful[22],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0352,1955,1955-06-23,,day,23 June,R-5M,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,23 June,Successful[22],Nike-Nike-T40-T55,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0353,1955,1955-06-23,1955-06-23T12:47:00Z,minute,23 June 12:47,Aerobee Hi,,USAF 57,Holloman LC-A,US Air Force,AFCRC,Suborbital,Test flight,23 June,Launch failure,"Apogee: 61 kilometres (38 mi), premature burnout at 23 seconds[23]: 155–156",https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
L0354,1955,1955-06-24,,day,24 June,R-1,,,Kapustin Yar,OKB-1,OKB-1,Suborbital,Missile test,24 June,Successful[25],,https://en.wikipedia.org/wiki/1955_in_spaceflight,compiled_event_table
