raw_match_row,population,target_ra_deg,target_dec_deg,query_sha256,raw_votable_sha256,raw_votable_sha256_kind,raw_query_row_count,cached,http_status,transport_mode,component_query_count,component_cache_hits,decomposition_events,global_timeout_fallback
292711,PRIMARY_424,84.33985366179427,9.362105897999312,a95dcb853fc6feeb38d5d5a78580db05e2d2263cd67ee79f1b30a1106ce4c0ec,32a0cd2e08e0710695a82a0f95fe17eb2111a1b871695f716358f9c0e833d6f7,single_raw_votable_sha256,643,True,200,GLOBAL_CANDIDATE_CONE_CACHED_FROM_V078,1,1,0,False
292712,PRIMARY_424,84.29791041468305,9.372564901548268,e889ace44e0b353258d437488e0e0267144fffdbbfe97ac0700d5d12dd44be27,cb79298363bccccc4dc7a7b48662d752081d3a1bbcad2956a2c992d6d6e6d279,single_raw_votable_sha256,737,True,200,GLOBAL_CANDIDATE_CONE_CACHED_FROM_V078,1,1,0,False
292713,DIAGNOSTIC_179,85.3559684126239,10.082125034091769,393988fdf36dbb821fff54cdb92d6c3d6d05b4046b48ffc4438c053df7196e60,2114f686b772d19c6a9c78334e9e31cbb8a2bb362726e6dc6a85885a022c639e,single_raw_votable_sha256,444,True,200,GLOBAL_CANDIDATE_CONE_CACHED_FROM_V078,1,1,0,False
292714,PRIMARY_424,85.1120848967332,6.775524615809233,9e538e1552e08000a347c4c589e1b3e20e9a6411a64b67846a0cf9f1f67ea786,92efbf0f53b9db1afbbb458490a05ce0f75a59218cb375ec24c7f2312d69d3bc,single_raw_votable_sha256,897,True,200,GLOBAL_CANDIDATE_CONE_CACHED_FROM_V078,1,1,0,False
292715,DIAGNOSTIC_179,83.92618885785956,10.229105776925381,f11b6b26ca1d884cc692b625cb8ccf747def7066a90356eae0ce303d34311495,8103a4c33a1995763f9dc0a563e988f2e88038075a656559a6c7dcd7b9845f59,single_raw_votable_sha256,418,True,200,GLOBAL_CANDIDATE_CONE_CACHED_FROM_V078,1,1,0,False
292720,PRIMARY_424,85.94178847467174,9.601544857845933,c67ed969ff11e769379b2c2a3c5d39f37a01e28ebae2077b62d1f71bb2433364,06e3f2f6a0f25c022735e6a8df43bdf7c56d87649c50e76b84993792ac932f16,sha256_of_ordered_component_raw_sha256_list,866,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292721,PRIMARY_424,84.01622442895714,6.222886962771511,2a3dfdf6bd46cbed41cd50925bbb8f99f7bb06dd0ee034e413f866e051d26cfe,55a16150f650586aadaca333c1f53bb49511b250e98d9ec34aa6c5d50a0e348e,sha256_of_ordered_component_raw_sha256_list,410,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,3,0,0,False
292725,PRIMARY_424,84.48611713683263,9.171127775801445,0e1ef3e44b162b7bb87b0951076dedb927278fe4678527373d3e7dfee0e18c4d,fad8dfbcc8ce97df4ae0b8d6e1f00f5b59415adf0e677631c9b8336cfb505736,sha256_of_ordered_component_raw_sha256_list,777,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,3,0,0,False
292728,DIAGNOSTIC_179,85.1394767401251,9.23459437679201,2baacbf4b550f023485762db821702d75749c0463e8879da1850dc09caafc614,a8a59ccb96bb85331718512ecdf1065122e9198ed67da40a626d1e62373f4927,sha256_of_ordered_component_raw_sha256_list,756,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
292730,PRIMARY_424,85.8514442158669,9.263396089502903,57b19f18dbc3eafdcacf4b24b058c983c58ed90aa49fcc135f0ce01605d0ffa2,cf3de59c5a143ecc6956061c3fff98d823af050e30cbb55a03cc67330dd44905,sha256_of_ordered_component_raw_sha256_list,1065,False,MULTI,ELIGIBLE_PLATE_BATCHED_CONE,4,0,0,False
