raw_match_row,population,target_ra_deg,target_dec_deg,eligible_physical_plate_count,raw_source_calib_rows_in_15arcsec,eligible_source_calib_rows_in_15arcsec,physical_plates_with_any_source_within_15arcsec,strict_physical_plate_recurrence_count,diagnostic_physical_plate_recurrence_count,wide_5_to_15_physical_plate_context_count,best_eligible_separation_arcsec,distinct_nonnull_gaiaedr3_ids_on_strict_plates,gaiaedr3_ids_repeated_on_2plus_strict_plates,catalog_recurrence_class,candidate_disposition_changed
293903,PRIMARY_424,86.87792530129158,9.637157254022267,920,798,798,407,1,260,146,2.8883295654432404,1,,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,False
293908,DIAGNOSTIC_179,85.74151279036218,7.82693161682344,885,701,701,363,4,313,46,1.1074635198036347,1,3333755539300572672:2,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293917,DIAGNOSTIC_179,86.10512084691372,11.649366322980425,764,565,565,281,4,245,31,1.8872062967099712,1,3340051583399705600:4,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293922,PRIMARY_424,85.66035129574205,11.001983063127847,920,1103,1103,563,147,348,66,0.41630913486397064,1,3339988464561454848:128,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293929,PRIMARY_424,86.25038992067239,8.45192453118089,898,922,922,466,64,372,29,1.4284369073504162,1,3335284139639096320:63,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293931,DIAGNOSTIC_179,83.8906739338493,8.281452296181312,711,294,294,166,103,39,24,0.7178384218981364,1,3334687379702561408:98,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293934,DIAGNOSTIC_179,84.08685321096786,11.712651234458335,737,423,423,260,21,145,92,0.7012423365764339,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293935,PRIMARY_424,84.7507280287247,10.928865877612285,883,954,954,487,48,384,55,0.9191766885457734,1,3339658512289812096:37,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293937,PRIMARY_424,84.5638487635459,11.564340988866762,750,732,732,369,6,303,60,1.568685102159263,1,3339908754264837888:4,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293941,PRIMARY_424,84.9175184931143,10.57535638825744,912,792,792,409,4,339,66,1.9384845787103928,1,3339584948090249088:2,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293948,PRIMARY_424,85.70331072288116,8.538738713019022,899,1086,1086,551,6,477,68,1.4997174303646952,1,3336046715375683840:6,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293955,DIAGNOSTIC_179,85.50902087477611,8.332197810601167,903,1105,1105,563,13,482,67,1.4654910610342657,1,3334541763131799424:11,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293956,DIAGNOSTIC_179,85.65685752301079,8.109689804808344,897,937,937,477,2,14,461,1.788562470435185,1,3333775781483422848:2,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293964,DIAGNOSTIC_179,85.29390435526317,12.113948813820459,763,212,212,125,1,9,115,1.2630415565050794,0,,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,False
293965,PRIMARY_424,84.36339571081143,8.397798838541961,749,847,847,420,11,342,67,0.8783303931593937,1,3334774855299876992:10,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293969,DIAGNOSTIC_179,86.19985168465917,6.119851332993063,639,723,723,379,300,37,42,0.2406638743635701,1,3321223447502853248:288,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293971,PRIMARY_424,84.86927949032238,8.585524073935552,883,715,715,374,8,316,50,0.33880612762104056,1,3334617590777911808:5,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293974,DIAGNOSTIC_179,84.90660574472285,8.494456564125471,890,1042,1042,536,48,417,71,1.3825052864502865,1,3334580830154175360:47,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293975,PRIMARY_424,86.65244457098309,11.122910339538542,905,759,759,386,12,324,48,1.665063503262201,1,3337006863903405056:6,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293979,DIAGNOSTIC_179,85.25490554235476,11.51910822241101,766,729,729,400,99,242,58,0.5356774803649899,1,3340078388293048192:56,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293981,PRIMARY_424,86.83549656169784,9.119997614059201,902,856,856,434,3,358,73,0.9730409366045077,1,3335436555141814400:3,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293985,DIAGNOSTIC_179,85.24926049011438,10.618723337555288,915,540,540,284,0,208,76,3.0913727438804584,0,,DIAGNOSTIC_RECURRENCE_ONLY,False
293986,PRIMARY_424,86.11897112929519,7.576946126229217,867,589,589,311,116,175,19,0.5528524473978865,1,3333685793329018624:111,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
293995,DIAGNOSTIC_179,84.5687348345911,8.684758028914487,758,478,478,246,1,183,62,2.0201288766143444,0,,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,False
293996,PRIMARY_424,84.97106547134744,8.51010484167242,890,846,846,441,7,374,60,0.29144005805506706,1,3334603645020441344:6,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294008,DIAGNOSTIC_179,85.88742596784958,11.04335882880911,918,1053,1053,522,36,418,66,0.28899873461601666,1,3339992351508667264:25,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294011,DIAGNOSTIC_179,84.78624812217653,8.194408768600487,873,971,971,492,7,412,71,1.7052387673041658,1,3334566222967636096:7,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294016,DIAGNOSTIC_179,86.7718657504031,10.662908974599818,908,972,972,482,5,379,96,0.48567508022917455,1,3336926363334287744:5,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294019,DIAGNOSTIC_179,83.96781719667818,11.152209853917178,766,599,599,320,11,255,54,1.0752760866539488,1,3339818972268307072:5,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294020,DIAGNOSTIC_179,84.51287611073637,10.914561160244126,780,403,403,217,9,187,21,2.1752189944951894,1,3339656412048400896:9,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294021,PRIMARY_424,84.68934683795624,8.522831002631335,839,645,645,350,12,301,37,1.1351977824964574,1,3334595055085681664:10,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294026,PRIMARY_424,83.96966485785613,11.498286457035187,747,571,571,299,4,81,214,2.272855414336908,1,3339939574950315776:2,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294027,PRIMARY_424,84.94990011944004,11.045222910893571,910,727,727,385,4,268,113,0.850672641217029,1,3339683972853986176:2,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294028,PRIMARY_424,86.33065700355294,5.950475672982259,631,739,739,382,299,48,35,0.3873205099326596,1,3321204304831854080:292,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294029,DIAGNOSTIC_179,85.81148201326772,8.694047421261043,903,627,627,352,38,276,38,1.7472729962741087,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294042,PRIMARY_424,85.98833233267352,6.058345311191212,636,496,496,267,219,30,18,0.9111819231745908,1,3321218667203517056:212,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294051,DIAGNOSTIC_179,85.77110130684922,8.03827781983432,898,908,908,462,3,268,191,2.6200632142010476,1,3333762793502316032:2,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294052,PRIMARY_424,84.02132246124124,11.073589147611566,769,524,524,269,0,37,232,3.0882679184058976,0,,DIAGNOSTIC_RECURRENCE_ONLY,False
294057,DIAGNOSTIC_179,86.06875739603126,7.982622735937362,894,918,918,453,401,31,21,0.3334237838481535,1,3333716751453036672:398,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294062,PRIMARY_424,85.10049485620586,10.734253391237441,915,1058,1058,546,24,184,338,1.2190630619292764,1,3339593778542921344:9,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294066,DIAGNOSTIC_179,85.28728072716494,8.519586796888833,896,971,971,475,10,432,33,1.1474809281019414,1,3334560454829258496:7,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294070,PRIMARY_424,86.72855544560736,10.989489242398562,908,1072,1072,518,29,360,129,0.10299950179516608,1,3336953748045682432:22,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294071,PRIMARY_424,85.27595310589581,10.944137436989699,915,1063,1063,528,7,422,99,2.3899570253863587,1,3339627210568269056:6,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294078,PRIMARY_424,86.02314012493977,5.8666290625462425,629,376,376,224,12,169,43,1.201917201050831,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294084,DIAGNOSTIC_179,83.89925633606528,8.43784936290645,715,290,290,184,6,120,58,0.9961877734594061,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294085,PRIMARY_424,86.1810459540392,7.900995754872608,891,569,569,319,172,117,30,0.0999742327332917,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294092,DIAGNOSTIC_179,86.6766617812297,10.892627100919654,907,1053,1053,516,139,344,33,0.35739597100345555,1,3336946154543544448:128,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294096,DIAGNOSTIC_179,85.09720191502434,8.448481573663392,893,650,650,346,1,21,324,2.112033873885207,0,,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,False
294098,PRIMARY_424,84.6911626127725,8.658497665842663,843,844,844,418,7,99,311,0.7501751800352638,1,3334786335749270400:7,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294103,PRIMARY_424,86.57800500711423,10.21780717674461,919,1051,1051,529,307,162,58,0.7362567716703626,1,3336698420830017792:305,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294104,PRIMARY_424,86.77915063002784,9.536075202370561,917,1093,1093,554,6,434,112,2.241347546388094,1,3336225527751072896:6,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294109,DIAGNOSTIC_179,85.70459860249125,11.02819572174718,920,845,845,433,19,369,45,0.5292013863675774,1,3339990113828896128:10,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294110,PRIMARY_424,85.81772629276468,8.052426582105447,899,520,520,294,32,233,29,0.5297188207097228,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294111,DIAGNOSTIC_179,85.5397379057777,8.52057458330041,900,1037,1037,526,3,468,55,2.375549268788365,1,3334557912208801920:2,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294116,PRIMARY_424,86.92278187576956,5.8840896413063435,630,702,702,370,16,175,179,0.8793193469070483,1,3321162695188693248:9,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294117,PRIMARY_424,86.35156553842792,6.860057493473829,820,1036,1036,527,460,15,52,0.1299294266973086,1,3333388302418379136:445,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294122,PRIMARY_424,86.25324486348302,6.529918433009287,674,720,720,367,319,16,32,0.24103649518019457,2,3333272239517252608:310;3333272235222329088:3,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294130,PRIMARY_424,84.13106753707709,11.775850268665627,740,458,458,243,1,26,214,2.995854814418249,1,,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,False
294133,PRIMARY_424,86.32328604896661,8.01115511875972,893,1034,1034,518,5,454,59,2.1785930421287714,1,3335215488881670656:4,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294135,DIAGNOSTIC_179,85.42521007811075,8.313839705310507,902,933,933,468,9,414,45,1.257137647892674,1,3334536368652885248:8,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294136,DIAGNOSTIC_179,85.7256254339793,11.129713580833545,918,984,984,500,21,417,62,1.4550009176896386,1,3340002899948144000:14,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294138,DIAGNOSTIC_179,84.3805916430183,11.84537035626178,744,381,381,203,16,147,40,1.1533277514706337,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294140,PRIMARY_424,84.51290983348406,11.806893742900801,746,775,775,405,43,288,74,0.17225792605667323,1,3339963798565652096:19,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294147,DIAGNOSTIC_179,86.85113471697446,6.018611029138665,634,567,567,312,12,228,72,1.1254652885920915,1,3321185033315457920:7,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294150,DIAGNOSTIC_179,83.9663268673414,12.01281946014366,739,375,375,211,15,103,91,1.748688969624506,1,3340741561305544448:10,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294153,PRIMARY_424,85.95212113855544,8.666511667671486,898,1104,1104,566,40,469,57,1.9983929555221378,1,3336052354669785728:40,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294159,DIAGNOSTIC_179,84.09487334170834,12.156414114325122,752,420,420,243,3,98,142,1.682079660395443,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294161,PRIMARY_424,86.83970943463567,9.047693413316802,901,971,971,489,7,314,167,1.3665534159896473,1,3335434944530052608:7,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294162,PRIMARY_424,84.50059413328437,11.223868414530559,778,733,733,375,7,105,262,1.9189906030721176,1,3339870099559287936:4,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294164,PRIMARY_424,86.10172668787374,11.146773738307896,916,744,744,356,4,299,53,2.568680617378949,1,3340017601619587840:3,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294166,DIAGNOSTIC_179,86.44966364697562,5.869176214721106,628,19,19,13,1,0,11,1.3829083860746245,0,,STRICT_RECURRENCE_ON_1_PHYSICAL_PLATE,False
294171,PRIMARY_424,85.9241737561235,7.977077223771276,897,1069,1069,551,18,447,85,0.33060690915451796,1,3333763583776455936:17,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294179,PRIMARY_424,83.96192900624624,11.984696310074014,741,287,287,153,0,11,142,3.80677260087392,0,,DIAGNOSTIC_RECURRENCE_ONLY,False
294184,PRIMARY_424,86.62119743224247,10.194096808692482,919,603,603,310,27,278,5,0.4286962669050187,1,3336697390037863168:25,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294187,PRIMARY_424,84.24888139435645,11.742165610067708,743,718,718,380,15,255,108,1.3995987604241267,1,3339968230971978880:10,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294188,PRIMARY_424,84.70890911765746,11.577424749392076,754,550,550,286,16,248,22,0.6508384544835373,1,3339908097132195072:15,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294189,PRIMARY_424,85.011928336949,11.104707285068567,910,867,867,436,9,243,184,0.25843715579660986,1,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294196,PRIMARY_424,84.0604264671267,11.663606528981841,738,719,719,367,31,284,51,0.9369848329589578,1,3339945725343208064:21,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294198,PRIMARY_424,86.89799169036756,8.803041310685124,899,837,837,427,3,364,60,2.444335120215623,1,3335410647899093248:3,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294200,PRIMARY_424,84.83919051002313,8.290431109569953,888,1023,1023,505,4,364,137,0.44951116800211466,1,3334573644671120128:3,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294203,PRIMARY_424,83.93991129367585,11.962391078329635,740,304,304,203,22,67,114,1.1915604162573237,1,3340740740970121344:5,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294205,DIAGNOSTIC_179,84.7258695730629,11.159744465895301,872,622,622,330,8,86,236,0.6680364975297334,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294207,PRIMARY_424,86.46117191533537,6.628271473137215,682,776,776,389,337,11,40,0.34010021491884385,1,3333367793950294912:334,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294210,DIAGNOSTIC_179,85.32586220390894,8.411271228859258,900,688,688,358,2,218,138,2.503898721900156,1,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294227,PRIMARY_424,86.04344825891756,7.56867908606243,865,1071,1071,536,63,434,39,0.5102243887026191,1,3333688473388618880:60,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294229,PRIMARY_424,85.99639427690185,8.531437081167265,894,996,996,509,23,459,27,0.8620461141712892,1,3335299361002767744:22,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294234,DIAGNOSTIC_179,86.0244570047859,11.072909727845403,914,790,790,408,3,107,298,1.3960709508930713,1,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294237,PRIMARY_424,86.48300145288844,6.645605059920476,685,363,363,201,166,17,18,1.0028651882300919,0,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294239,PRIMARY_424,86.0332436860078,11.170667847325657,912,556,556,283,4,21,257,0.7645693590930429,1,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294244,PRIMARY_424,84.37531211774956,11.54844359645705,746,499,499,260,3,64,193,0.6598050236196346,1,,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294248,PRIMARY_424,86.03360420783811,11.385433604609888,829,570,570,284,6,210,68,1.5626694404862664,1,3340037427187502848:4,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294258,DIAGNOSTIC_179,86.48217651928763,8.729967108399888,898,1060,1060,530,8,463,59,0.7309318890411332,1,3335329352758225280:6,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294264,PRIMARY_424,86.47525368840846,6.832668271254232,817,1013,1013,508,357,115,36,0.6201181747211371,1,3333375765409556352:344,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294284,DIAGNOSTIC_179,86.6303944964218,8.623011013491503,895,629,629,325,17,288,20,0.6067042165226844,1,3335312688285121536:14,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
294285,PRIMARY_424,86.42538698806912,8.374430787951532,899,1090,1090,551,4,458,87,1.5494741027041707,1,3335279191836519552:4,STRICT_RECURRENCE_ON_2PLUS_PHYSICAL_PLATES,False
